	seq_start	importance	length	group_number	is_leader	leader_strength	proximity_label	seq_end	child_sequence_ix	proximity_label_min_start	proximity_label_best_start	proximity_label_best_imp	proximity_label_best_length	parent_seqs
115	252986	0.4359227736455226	2.0	5.0	0.0		88	253675	[253064, 253066, 252974, 252910, 253166, 253328, 253360, 253518, 253206, 252923, 253662]	252389	252910	1.4344669389908165	10.0	[252622, 252704, 252653, 252923, 252591, 252665, 252435, 252729, 252511, 252589, 252618, 252592, 252807, 252551, 252591, 252757, 252503, 252670, 252503, 252898, 252682, 252552, 252680, 252389, 252711, 252509, 252435, 253064, 251995, 252910, 253066, 252974, 252454, 252417]
348	92967	0.43714219507316365	2.0	17.0	0.0		18	93656	[]	91925	92002	0.0	7.5	[92199, 92002, 92735, 92866, 92723, 92507, 92347, 92299, 92127, 92680, 92510, 92735, 92574, 92002, 91925, 92472, 92002, 92099, 92101, 92002, 90809, 90855, 92505]
265	102798	0.4376080093746926	2.0	13.0	0.0		34	103487	[102785, 102881, 102792, 102793, 102986, 102957, 103181, 103057, 103135, 102931, 102804, 103091, 103353, 103229, 103007]	101994	102957	0.0	9.0	[102792, 102577, 102506, 102310, 102804, 102793, 102881, 102470, 101649, 102631, 102319, 102221, 102664, 102793, 102336, 102246, 102406, 102511, 102513, 102311, 102785, 99857, 100032, 101441, 100434, 100903, 100568, 100663, 102288, 100465, 102238, 100949, 99894, 102393, 102212, 102320, 102293, 101994, 101810, 100662, 102165, 102007, 102793, 100158, 100662, 102289, 100733, 100771, 100149, 101126]
803	394065	0.43766331476980563	3.0	40.0	0.0		11	395098	[393991, 394119, 394380, 394127, 394128, 394130, 394779, 395039, 394153, 395055, 394416, 394291, 394548, 394295, 394046, 394053, 394055, 394056, 394441, 394213, 394342, 394090, 394218, 394989, 394611, 394107]	393855	393855	0.0	10.0	[394053, 393855, 394130, 394119, 394046, 394128, 394055, 394056, 394127, 393991, 394107, 394046, 394090]
603	403459	0.4387750467784589	2.5	30.0	0.0		43	404320	[403596, 403487]	403272	403363	0.904439194935814	3.0	[403272, 403315, 403363, 401696, 401655, 401593, 401596, 403487, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237, 401237]
266	353164	0.4396591579569276	2.0	13.0	0.0		41	353853	[353122, 353393, 353174, 353305, 353242, 353405, 353246, 353151]	353039	353151	0.8711565545014702	4.5	[351696, 353174, 353039, 351447, 351447, 351556, 352442, 351518, 353246, 353151, 352218, 352377, 353242, 352045, 353122, 352639, 352182, 350925, 351676, 352222, 351706, 351134, 351314, 353246, 351310, 351423, 351292, 351464, 351092, 351179, 351188, 351365, 350783, 350502]
116	280180	0.4407429315951972	2.0	5.0	0.0		89	280869	[280170, 280164, 280567]	278763	279276	0.0	10.0	[279286, 279276, 279288, 280164, 280170, 280164, 279145, 280045, 278920, 279636, 280041, 279077, 280044, 279908, 279079, 279687, 279860, 278815, 279901, 279792, 279208, 279863, 278763, 280037, 279202, 278763, 279416, 278908, 279857, 279817, 279157, 279157, 279157, 279157, 279157, 278934, 279409, 279947, 278763, 279435, 278568, 278568, 278568, 278568, 279322, 279322, 278825, 279493, 278861, 278826, 278833, 279411, 279121, 279440, 279419, 278819, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278774, 278885, 279034, 278824, 278763, 279186, 278920, 279015, 278864, 278763, 279350, 279174, 278763, 279625, 278763, 279192, 278763, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278568, 278568]
1721	291699	0.4412301397818888	4.0	86.0	0.0		131	293077	[292352, 292227, 291972, 291848, 291855, 292626, 291859, 292372, 291737, 292383, 291616, 291746, 292263, 291881, 291882, 291632, 291636, 292797, 292160, 292177, 292310, 291674, 291935, 292704, 291814, 291693, 291701, 292347]	291238	291433	1.1858004866847185	10.0	[291599, 291636, 291521, 291458, 291433, 291433, 291609, 291606, 291467, 291433, 291433, 291319, 291574, 291674, 291574, 291433, 291555, 291693, 291433, 291616, 291746, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291632, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291737, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291701]
742	218599	0.44217297551591594	2.5	37.0	0.0		80	219460	[218897, 218772, 218906, 219040, 218657, 219301, 218797, 218670, 218570, 218828, 218701, 219094, 218853, 218861, 218862, 219250, 218868, 219126, 219385, 219130, 219003]	217906	218281	0.68582952559589	10.0	[218268, 218357, 218281, 218358, 218407, 218244, 218389, 218287, 217906, 218276, 217352, 218570, 217417, 218455, 218279, 218277, 217170, 218276, 218379, 217710, 217187, 218326, 218326, 218326, 218326, 218326, 218289, 218289, 218498, 218196, 218670, 218434, 217690, 217690, 217690, 218022, 218081, 218081, 218081, 218081, 217382, 218065, 218065, 218065, 218065, 218065, 218065, 218065, 218065, 218279, 217690, 218657, 218268, 218454, 218086, 218086, 218086, 218086, 218086, 218086, 218086, 218086, 218086, 218350, 218081, 218081, 218081, 218081, 218081, 218081, 218081, 218081, 218081, 218059, 218059, 218059, 218059, 218059, 218059, 218059, 218059, 218059, 218082, 218082, 218082, 218082, 218082, 218082, 218082, 218082, 218082, 218082]
1061	291599	0.4424121447783646	3.0	53.0	0.0		131	292632	[292352, 292227, 291972, 291848, 291855, 292626, 291859, 292372, 291606, 291609, 291737, 292383, 291616, 291746, 292263, 291881, 291882, 291632, 291636, 292160, 291521, 292177, 292310, 291674, 291935, 291555, 291814, 291693, 291699, 291701, 291574, 292347]	291238	291433	1.1858004866847185	10.0	[291636, 291521, 291458, 291433, 291433, 291609, 291606, 291467, 291433, 291433, 291319, 291574, 291674, 291574, 291433, 291555, 291433, 291616, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291632, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238, 291238]
2462	193458	0.44286888174531247	5.0	123.0	0.0		119	195180	[193920, 195073, 194309, 194952, 193676, 194444, 194321, 193938, 194066, 193432, 193433, 193435, 193438, 194463, 193569, 194593, 194721, 193573, 193578, 193452, 194223, 194749, 194240, 193985, 194498, 194251, 195151, 193616, 194129, 193746, 193748, 194004, 193622, 194644, 195157, 194905, 194139, 193756, 194140, 194142, 193631, 194145, 193763, 194787, 194024, 195049, 193388, 194028, 194926, 194289, 194546, 193524, 193398, 193783, 194038, 193532, 193791]	193302	194223	1.4617139489965583	10.0	[192257, 192110, 192225, 192379, 192170, 192110, 192229, 193524, 193532, 193388, 193432, 192413, 193302, 193438, 193452, 192228, 192932, 193315, 191984, 192995, 192834, 193003, 191517, 192221, 193433, 191895, 190629, 191585, 193435, 190775, 191884, 190822, 190894, 190804, 190763, 190826, 190896, 193398, 190838, 191190, 190751, 190950, 190998, 192036, 190671, 191844, 190671]
204	319605	0.44408414287406284	2.0	10.0	0.0		74	320294	[319671, 319522, 319535]	319015	319433	1.96787594870292	9.0	[319363, 319494, 319243, 319038, 319167, 319406, 317027, 319501, 319268, 319449, 319671, 319340, 319511, 319454, 319238, 319259, 319482, 319522, 319116, 319198, 319489, 319085, 319099, 319256, 319408, 319236, 319535, 319433, 319015, 319318]
267	64845	0.44541121215477425	2.0	13.0	0.0		37	65534	[64803, 65283, 64934, 65286, 64939, 65072, 65458, 64851, 64983, 65272]	64018	64018	1.2638208253577	7.5	[64551, 64206, 64379, 64642, 64601, 64711, 64611, 64803, 64605, 64611, 64206, 64354, 64138, 64206, 64321, 64664, 64546, 64851, 64746, 64206, 64018]
1005	101177	0.44546993155973313	3.0	50.0	0.0		75	102210	[101121, 101441, 101126, 102007, 101994, 101265, 101649, 101810, 102165, 101239, 101118]	99505	99894	0.9748570488937299	10.0	[100883, 100749, 101239, 101121, 100600, 100720, 100452, 99578, 100091, 100708, 100796, 101118, 100563, 99685, 99668, 100299, 99537, 100406, 100894, 99804, 100625, 101009, 100761, 100790, 99651, 100490, 100640, 100042, 99795, 100526, 100425, 100949, 100293, 100670, 99857, 100050, 100368, 100032, 100854, 99717, 99973, 100434, 100903, 100724, 100522, 100568, 100663, 100752, 100465, 100453, 100949, 100743, 99894, 100439, 100611, 100649, 100739, 99648, 99803, 100662, 98967, 99645, 99505, 100158, 100241, 99774, 100662, 100733, 100771, 99922, 100149, 101126]
3281	102577	0.4457195060092621	6.0	164.0	0.0		34	104644	[104192, 102785, 104453, 104326, 102664, 102792, 102793, 103181, 102798, 103057, 102931, 102804, 104086, 103591, 104233, 102957, 103091, 103353, 103229, 104129, 102986, 104015, 103135, 103007, 102881, 102631, 102506, 104170, 102511, 102513, 104059]	101994	102957	0.0	9.0	[102506, 102310, 102470, 101649, 102631, 102319, 102221, 102336, 102246, 102406, 102511, 100790, 102513, 102311, 100949, 99857, 100032, 101441, 100434, 100903, 100568, 100663, 102288, 100465, 102238, 100949, 99894, 100649, 102393, 102212, 102320, 102293, 101994, 101810, 100662, 102165, 102007, 100158, 100241, 100662, 102289, 100733, 100771, 100149, 101126]
4041	50287	0.44611014376608044	7.0	202.0	0.0		54	52698	[50947, 51716, 51461, 50569, 51981, 51474, 51602, 50836, 51064, 51605, 50327, 50584, 50328, 50970, 51739, 50588, 50209, 50337, 51365, 50854, 51371, 50476, 50223, 51126, 51770, 51266, 50243, 50373, 50374, 51911, 51404, 51532, 50510, 50255, 50645, 51543, 51680, 50913, 51042, 51044, 50791, 50280, 51431, 50923, 50668, 50289, 51570, 50675, 50678, 50423, 50552, 50556, 51199]	49745	49905	1.37129944604521	10.0	[50373, 50223, 50255, 50289, 50328, 50337, 49745, 50209, 49905, 50060, 49882, 50280, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 48477, 48256, 49913, 49753, 48316, 49933, 49905, 49882, 49912, 47738, 50071, 49921, 50327, 50243]
3262	182643	0.44646372858463484	6.0	163.0	0.0		63	184710	[182790, 184338, 183318, 182824, 182847, 183875, 183877, 183376, 184409, 184414, 182884, 182902, 184443, 184447, 183431, 183944, 184457, 184459, 184460, 182927, 184475, 184476, 182950, 182951, 183979, 182958, 184499, 184501, 182968, 184506, 184520, 182990, 184532, 183516, 184563, 183030, 184568, 183545, 183034, 184572, 183562, 184092, 184610, 184613, 183081, 183596, 183086, 183100, 183101, 184128, 183627, 184142, 184670, 183137, 182633, 184173, 183668, 183157, 183672, 182657, 184197, 182666, 182667, 184210, 183712, 183210, 183221, 183735, 184259, 183756, 184277, 183255, 183256, 183258, 183259, 182759, 183274, 182766, 184316, 184319]	181895	182486	1.3535728078407618	10.0	[182289, 182667, 182633, 182472, 182362, 182251, 181976, 182283, 182491, 182017, 182286, 182022, 182090, 181944, 182418, 182291, 182045, 182133, 182373, 182657, 182443, 182101, 182158, 182138, 181961, 182494, 182486, 182410, 182496, 182090, 182090, 182139, 182430, 182666, 181895, 181895, 181895, 181895, 182134, 181895, 181895, 181895, 181895, 181895, 181895, 181895, 181895, 181944]
1741	48102	0.4465985159628903	4.0	87.0	0.0		49	49480	[48256, 48417, 48035, 48039, 48584, 48144, 48052, 48020, 48341, 48885, 48121, 48316, 48477, 48159]	47471	47738	1.3890045626242291	10.0	[47889, 46817, 46656, 47962, 47877, 46990, 46855, 47629, 47981, 46793, 48159, 47899, 47534, 48144, 46717, 47115, 48001, 47904, 47951, 48039, 48052, 48035, 48121, 47622, 47773, 46953, 48020, 46526, 46749, 46526, 47768, 47507, 46526, 46526, 46593, 46460, 46973, 47970, 46710, 46965, 46527, 47733, 46828, 46639, 47847, 47471, 46574, 46890, 46526, 46412, 46906, 46704, 47600, 47738]
4061	46990	0.44696671269739974	7.0	203.0	0.0		15	49401	[48256, 48001, 47877, 47622, 47115, 47629, 48144, 47889, 46995, 47507, 46997, 46998, 48020, 47768, 47899, 47773, 48159, 47904, 48417, 48035, 48039, 47534, 48052, 46906, 48316, 47170, 47171, 48584, 47951, 48341, 47962, 48477, 47970, 48102, 47847, 46953, 47981, 47471, 47600, 46965, 47733, 48885, 48121, 47738, 46973]	46412	46460	0.9530175691360578	10.0	[46639, 46817, 46656, 46585, 46997, 46995, 46855, 46793, 46697, 46717, 46953, 46526, 46749, 46526, 46526, 46526, 46593, 46460, 46998, 46449, 46973, 46710, 46965, 46527, 46828, 46639, 46822, 46574, 46890, 46526, 46412, 46906, 46704]
485	368492	0.4475667983041389	2.5	24.0	0.0		110	369353	[368679, 368439, 368571, 368543]	368214	368214	1.431618718414374e-07	7.0	[368235, 368268, 368371, 368214, 368543, 368439, 368571, 368232, 368267, 368260, 368279, 368233]
1202	35431	0.44758039899320046	3.5	60.0	0.0		24	36636	[35584, 35848, 35849, 35351, 35863, 35483, 35357, 36255, 36000, 36385, 35493, 35494, 36520, 35626, 35754, 35765, 35382, 35639, 36405, 36544, 35394, 35395, 36216, 36546, 36427, 36599, 36047, 36560, 35425, 36453, 35692, 35566, 35695, 35447, 36088, 36092]	35221	35221	0.6282669081374476	8.0	[35382, 35483, 35447, 35425, 35394, 35425, 35221, 34800, 35425, 35357, 35493, 34588, 35425, 35382, 35425, 35351, 33879, 33808, 35494, 35425, 34671, 34472, 33934, 34715, 34093, 34683, 34269, 35333, 34266, 34426, 35425, 34818, 34900, 35425, 34228, 35395, 34404, 34575, 33813, 33841]
70	285315	0.44769508464462826	2.0	3.0	0.0		58	286004	[285476, 285382, 285671, 285356, 285326, 285439, 285238, 285272, 285247]	285120	285120	2.170855665811448	6.5	[285326, 285272, 285382, 285356, 285247, 285238, 282478, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 285120, 285120, 285120, 285120, 285120, 285120, 285120, 285120, 285120, 285120]
3641	102506	0.44879239099666796	6.5	182.0	0.0		34	104745	[104192, 102785, 104453, 104326, 102664, 102792, 102793, 103181, 102798, 103057, 102931, 102804, 104086, 103591, 104233, 102957, 102577, 103091, 103353, 103229, 104129, 102470, 102986, 104015, 103007, 103135, 102881, 102631, 104170, 102511, 102513, 104059]	101994	102957	0.0	9.0	[102577, 102310, 102470, 101649, 102319, 102221, 102336, 99804, 102246, 102406, 102511, 100790, 102513, 102311, 100949, 99857, 100032, 101441, 100434, 100903, 100568, 100663, 102288, 100465, 102238, 100949, 99894, 100649, 102393, 102212, 102320, 102293, 101994, 101810, 100662, 102165, 102007, 100158, 100241, 100662, 102289, 100733, 100771, 100149, 101126]
86	7683	0.45002089184546085	2.0	4.0	0.0		22	8372	[7622, 7753, 7883, 7870, 8015, 7698, 7794, 7604, 7669, 7764, 7674, 8027, 7613, 7742]	6860	7240	1.7697482270432958	10.0	[7044, 7277, 6894, 6941, 6937, 7674, 7338, 7764, 7509, 7566, 6860, 7604, 7613, 7588, 7698, 7669, 7556, 7294, 6942, 7154, 7412, 7105, 7278, 7547, 6894, 7742, 7566, 6937, 7135, 7334, 6869, 6956, 6864, 7240, 6927, 6869, 7346, 7233, 7508, 6937, 6937, 7753, 7622, 7075, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7239, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363, 7363]
187	180673	0.45024964776145227	2.0	9.0	0.0		83	181362	[180603, 180627, 180693]	180455	180455	0.9139244832492479	3.0	[180110, 179957, 178765, 178281, 178610, 178417, 180163, 180693, 180603, 178388, 180065, 178509, 180263, 179773, 179938, 179932, 179999, 179930, 179973, 179766, 180011, 180475, 179828, 179640, 179817, 179858, 179690, 180005, 179360, 177981, 180455, 179077, 180627, 178034, 178905, 179214, 177764, 178435, 177904, 178045, 178013, 179586, 178015, 178506, 178388, 179655, 178309, 178488, 177942, 178041, 178457, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177764, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177759]
29	10382	0.45106143957656614	2.0	1.0	0.0		29	11071	[10720, 10522, 10483, 10618]	10075	10075	0.9770735922738177	4.0	[10249, 10162, 10100, 10183, 10268, 10100, 10143, 10075, 10092, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240, 7240]
843	123616	0.4521295345139655	3.0	42.0	0.0		71	124649	[124025, 123909, 123784, 123915, 123918, 123535, 123669, 123677, 123680, 123553, 123557, 123559, 123568, 123703, 123583, 123839, 123740, 124125, 123615, 124139, 123756, 124141, 123632, 123634, 123767, 123641, 123899]	123380	123680	1.067764454079637	8.0	[123461, 123478, 123583, 123553, 123557, 123641, 123669, 123448, 123677, 123559, 122411, 123448, 123634, 122428, 123568, 121822, 123481, 122628, 123448, 122548, 123475, 121624, 121825, 123615, 123448, 123380, 123448, 123535, 123632, 123462, 121459, 123634, 123680, 122324, 121699, 122600, 121630, 121458, 121097, 121285]
3622	155494	0.45226409504017706	6.5	181.0	0.0		169	157733	[156803, 157701, 156551, 157703, 156297, 156425, 156553, 156556, 156937, 155919, 156305, 155409, 156691, 156436, 157591, 157464, 157342, 156579, 155556, 156581, 156199, 156329, 157485, 156718, 156208, 156465, 156723, 157107, 156853, 157619, 156215, 155573, 155450, 157372, 157628, 156224, 156480, 156228, 155460, 155848, 156616, 156362, 156872, 156748, 155982, 156622, 155985, 156241, 157271, 156760, 157400, 155482, 156763, 156636, 157661, 156511, 156644, 156647, 156651, 156268, 156269, 157166, 156655, 156016, 155761, 156786, 157294, 155502, 156789, 155766, 155902, 156927]	154536	154756	1.901261814217534	10.0	[155274, 155450, 154897, 155011, 155148, 155338, 155351, 155276, 155261, 154742, 155409, 155020, 155460, 155095, 155573, 154617, 155057, 155346, 154663, 155482, 154960, 154658, 155012, 154972, 154802, 155039, 155502, 155556, 154959, 155148, 154663, 155055, 155220, 155218, 155046, 154686, 154780, 154731, 154725, 154845, 155013, 154731, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154756, 155230, 154585, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154580]
349	64939	0.45268752030534093	2.0	17.0	0.0		37	65628	[65283, 64934, 65286, 65072, 65458, 64983, 65272]	64018	64018	1.2638208253577	7.5	[64551, 64206, 64379, 64642, 64601, 64983, 64934, 64845, 64711, 64611, 64803, 64605, 64611, 64206, 64354, 64138, 64206, 64321, 64664, 64546, 64851, 64746, 64206, 64018]
743	378447	0.4533553361806991	2.5	37.0	0.0		108	379308	[378851, 379110, 378605, 378581, 378396, 378973]	377558	378025	1.1878678147673412	7.0	[377104, 376819, 377086, 376743, 377859, 376211, 377861, 376223, 376237, 377696, 378058, 376167, 377991, 378084, 378205, 378078, 378006, 378297, 377965, 377990, 378396, 376383, 377796, 377796, 377796, 377796, 377796, 377250, 378224, 377960, 377960, 376970, 378396, 378025, 377193, 377675, 377112, 376998, 376038, 377558, 377296, 377000, 377291, 376021, 378290, 376876, 376176, 376167, 378011, 377165, 377224, 377602, 377370, 376305, 377989, 377165, 377010, 377907, 377629, 377225, 377323, 377018, 375976, 376878]
3263	148314	0.4534122230653045	6.0	163.0	0.0		124	150381	[149249, 148613, 148877, 148366, 148755, 148375, 148889, 148257, 148386, 150050, 148645, 149928, 149680, 149682, 148403, 149302, 148535, 148536, 148921, 149049, 149442, 148419, 149705, 149966, 148432, 149077, 148695, 148825, 149337, 149854, 149876, 149622, 148474, 148475, 148346]	147886	148081	0.9348577723682178	8.5	[148159, 148081, 148346, 148170, 148081, 148192, 148366, 148386, 148161, 148013, 148081, 148144, 147967, 148081, 148081, 148128, 148189, 148008, 148375, 148127, 148013, 148081, 148257, 148137, 148118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 145118, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886, 147886]
30	121428	0.45386744915642196	2.0	1.0	0.0		30	122117	[121505, 121825, 121699, 121639, 121385, 121458, 121459, 121556, 121822, 121624, 121630]	121285	121624	0.931814965160998	10.0	[121505, 121385, 120782, 120853, 120807, 121068, 121459, 121459, 121458, 121097, 121285]
4023	192225	0.4539694693266457	7.0	201.0	0.0		123	194636	[193920, 192257, 194309, 193676, 194444, 194321, 193938, 194066, 193302, 193432, 193433, 192154, 193435, 192413, 193438, 194463, 193569, 194593, 193315, 192932, 193573, 192170, 193578, 193452, 194223, 192562, 193458, 192311, 192185, 194240, 193985, 192834, 194498, 194251, 192332, 193616, 194129, 193746, 193748, 194004, 193622, 194139, 193756, 192221, 194140, 193631, 194142, 194145, 192995, 192228, 192229, 193763, 194024, 193003, 193388, 194028, 194289, 194546, 193524, 193398, 193783, 194038, 192379, 193532, 193791]	191844	192413	0.7377018342927013	10.0	[192257, 192110, 192311, 192154, 192185, 192110, 192170, 192110, 192229, 192228, 191252, 191984, 191517, 191269, 192221, 190646, 191895, 190629, 191284, 191585, 190775, 190810, 191057, 191884, 190822, 190894, 190804, 190763, 191061, 190826, 190896, 190793, 190812, 190838, 191190, 190861, 190751, 190950, 190586, 190586, 190586, 190586, 191008, 190940, 190998, 192036, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190897, 190854, 190671, 191844, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190671]
1006	179188	0.4555364445782353	3.0	50.0	0.0		62	180221	[179586, 179973, 179465, 179214, 180110, 179858, 179999, 179360, 180005, 179750, 180011, 179766, 179640, 179773, 180163, 179655, 179927, 179930, 179932, 179679, 180065, 179810, 179938, 179817, 179690, 179186, 179828, 179957]	177715	177904	1.303215580961394	10.0	[179058, 178780, 178765, 178281, 178610, 178417, 178782, 178740, 178577, 179186, 178162, 178388, 178509, 178616, 178309, 178366, 178003, 178176, 178605, 177842, 178900, 177796, 177837, 178860, 178520, 177981, 178868, 179064, 179077, 178644, 178613, 177910, 177910, 178237, 177981, 178034, 178905, 178079, 178785, 177910, 178226, 177842, 177910, 177910, 179214, 178911, 177936, 177764, 177865, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 178015, 178506, 178388, 177781, 178309, 178488, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 178457, 177764, 177759]
31	316131	0.45608784993760776	2.0	1.0	0.0		31	316820	[]	315959	315959	0.6425226955173612	2.5	[315466, 315356, 315718, 315321, 315959, 315701, 315065, 315615, 315248, 315704, 315675, 315384, 315232, 315235, 315185, 315258, 315239, 315615, 315254, 314692, 314753, 315123, 315410, 313248, 315478, 315242, 314816, 315101, 315403, 315029, 314988, 315160, 315562, 314630, 314862]
844	40068	0.45718728003577913	3.0	42.0	0.0		51	41101	[41090, 40707, 40074, 40337, 40849, 40725, 40983, 40088, 40221, 40607, 40229, 40485, 40872, 40233, 41005, 40879, 40372, 40117, 40634, 40251, 40126, 40642, 40900, 40133, 40006, 40391, 40264, 40395, 40785, 40539, 41055, 40954, 40675, 40678, 40040, 40041, 40168, 40425, 40057, 40058, 40573]	39482	40425	1.8934975494246014	10.0	[40117, 40040, 40006, 40074, 39482, 40058, 40041, 39780, 40133, 39935, 39585, 39763, 39786, 39560, 39939, 39551, 39741, 39726, 39499, 39628, 39635, 39928, 40126, 39659, 39672, 39628, 40057, 39753, 39909, 40088]
306	183735	0.458058802401492	2.0	15.0	0.0		63	184424	[184197, 183944, 184338, 184210, 184092, 183712, 183979, 184128, 183875, 184259, 183877, 183756, 184142, 184277, 184409, 184414, 184173, 183668, 183672, 184316, 184319]	181895	182486	1.3535728078407618	10.0	[183259, 183256, 183545, 183255, 182766, 183100, 182902, 183221, 183086, 183081, 183258, 183672, 183668, 182643, 183756, 183157, 182884, 183376, 182289, 182847, 183210, 182667, 183627, 182472, 182968, 182251, 183562, 183137, 181976, 183516, 182283, 182491, 182759, 183318, 182017, 183101, 183596, 183431, 182090, 181944, 182418, 182291, 182045, 182133, 182373, 183274, 182657, 183034, 183712, 182101, 182958, 182951, 182990, 183030, 182950, 182158, 182138, 181961, 182494, 182486, 182410, 182496, 182090, 182790, 182090, 182430, 182666, 182134, 181895, 181895, 181895, 181895, 181895, 181895, 181895, 181895, 182927, 181944]
525	192311	0.45903567883522645	2.5	26.0	0.0		123	193172	[192225, 192834, 192995, 192932, 192228, 192229, 192257, 193003, 192332, 192562, 192379, 192413]	191844	192413	0.7377018342927013	10.0	[192332, 192257, 192110, 192225, 192379, 192154, 192185, 192110, 192170, 192110, 192229, 192228, 191252, 191984, 191517, 191269, 192221, 190646, 191895, 190629, 191284, 191585, 190775, 190810, 191057, 191884, 190822, 190894, 190804, 190763, 191061, 190826, 190896, 190793, 190812, 190838, 191190, 190861, 190751, 190950, 191008, 190940, 190998, 192036, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190897, 190854, 190671, 191844, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190671]
1081	308825	0.4598188853062884	3.0	54.0	0.0		90	309858	[309121, 309384, 309644, 309133, 308883, 309786, 308763, 309659, 308890, 308893, 309021, 309025, 309282, 309667, 308903, 308781, 309550, 309299, 309302, 309303, 308791, 309433, 309818, 308795, 308796, 308797, 308799, 309824, 308801, 309188, 309063, 309709, 309837, 308949, 309334, 309211, 309478, 308839, 308840, 308841, 309096, 309102, 309103, 308856, 308858, 309243, 309118, 309503]	308586	309709	0.8822457023797617	10.0	[308840, 308839, 308781, 308763, 308586, 308586, 308586, 308586, 308841, 308796, 308856, 308781, 308781, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308858, 308797, 308791, 308903, 308795, 308893, 308890, 308781, 308883, 308799, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308635, 308801, 308781]
426	390319	0.4603149809745098	2.5	21.0	0.0		32	391180	[390406, 390419, 390677, 390294, 390684, 390816, 390309, 390709, 391096, 390587, 390719, 390990, 390741, 390362, 390747, 390369, 390372, 390504, 390775, 390526]	390294	390504	1.9511622938733952	10.0	[389722, 388735, 388806, 388844, 388735, 390362, 390369, 390372, 388984, 390362, 390362, 390294, 389514, 389013, 389185, 389494, 390362, 389775, 388835, 389366, 388735, 389535, 388829, 390309, 390362, 387719, 388013, 387628, 387721, 388086, 387879, 387032, 388941]
